timestamp,cnt,inerpolated,raw_cq,af3,f7,f3,fc5,t7,p7,o1,o2,p8,t8,fc6,f4,f8,af4,gyrox,gyroy,epoc_timestamp,epoc_es_timestamp,func_id,func_value,marker,sync_signal
1630996,52.0,0.0,0.0,4475.384615384616,4070.2564102564106,4298.461538461539,4807.6923076923085,3783.076923076924,4236.410256410257,4272.307692307693,4016.410256410257,4421.538461538462,4128.205128205129,4267.179487179487,4331.794871794872,4577.435897435898,4446.666666666667,1678.0,1683.0,1632.644,1519.1492919921875,0.0,0.0,0.0,0.0
1630996,53.0,0.0,0.0,4472.820512820514,4063.076923076924,4297.435897435898,4812.820512820514,3785.6410256410263,4240.000000000001,4278.974358974359,4023.076923076924,4431.794871794872,4137.435897435898,4264.102564102564,4333.846153846154,4576.410256410257,4448.717948717949,1679.0,1683.0,1632.653,1519.1492919921875,0.0,0.0,0.0,0.0
1630996,54.0,0.0,0.0,4483.076923076924,4070.2564102564106,4305.128205128206,4814.871794871796,3787.1794871794878,4230.256410256411,4278.974358974359,4023.589743589744,4438.461538461539,4143.076923076924,4264.615384615385,4335.8974358974365,4572.820512820514,4447.179487179487,1680.0,1682.0,1632.66,1519.1492919921875,0.0,0.0,0.0,0.0
1630997,55.0,0.0,0.0,4503.076923076924,4101.025641025642,4317.948717948719,4811.282051282052,3789.7435897435903,4224.102564102564,4269.2307692307695,4018.461538461539,4441.538461538462,4143.589743589744,4268.205128205129,4337.435897435898,4575.384615384616,4451.282051282052,1681.0,1684.0,1632.669,1519.1492919921875,0.0,0.0,0.0,0.0
1630997,56.0,0.0,0.0,4505.128205128206,4112.307692307693,4317.948717948719,4811.282051282052,3791.2820512820517,4227.6923076923085,4269.74358974359,4018.9743589743593,4441.025641025642,4143.589743589744,4269.74358974359,4337.435897435898,4575.8974358974365,4455.384615384616,1684.0,1683.0,1632.677,1519.1492919921875,0.0,0.0,0.0,0.0
1630997,57.0,0.0,0.0,4489.2307692307695,4095.3846153846157,4310.256410256411,4809.2307692307695,3792.307692307693,4240.000000000001,4284.102564102564,4025.6410256410263,4441.025641025642,4142.051282051282,4267.179487179487,4331.282051282052,4565.128205128206,4444.615384615385,1683.0,1684.0,1632.684,1519.1492919921875,0.0,0.0,0.0,0.0
1630997,58.0,0.0,0.0,4478.974358974359,4087.1794871794878,4307.179487179487,4815.8974358974365,3792.820512820513,4248.717948717949,4285.128205128206,4022.564102564103,4437.948717948719,4135.8974358974365,4269.74358974359,4327.179487179487,4553.333333333334,4432.820512820514,1685.0,1683.0,1632.691,1519.1492919921875,0.0,0.0,0.0,0.0
1630997,59.0,0.0,0.0,4485.641025641026,4101.025641025642,4310.256410256411,4814.358974358975,3790.2564102564106,4244.615384615385,4276.410256410257,4010.7692307692314,4429.2307692307695,4133.846153846154,4270.769230769231,4330.256410256411,4555.384615384616,4436.923076923077,1686.0,1683.0,1632.699,1519.1492919921875,0.0,0.0,0.0,0.0
1630997,60.0,0.0,0.0,4493.333333333334,4108.205128205129,4311.794871794872,4808.205128205129,3788.717948717949,4238.461538461539,4275.8974358974365,4004.615384615385,4418.974358974359,4133.333333333334,4267.6923076923085,4331.794871794872,4561.025641025642,4438.461538461539,1686.0,1684.0,1632.707,1519.1492919921875,0.0,0.0,0.0,0.0
1630997,61.0,0.0,0.0,4492.307692307693,4102.051282051282,4308.717948717949,4811.794871794872,3791.2820512820517,4240.000000000001,4278.461538461539,4003.076923076924,4411.794871794872,4127.179487179487,4267.6923076923085,4330.769230769231,4554.358974358975,4432.307692307693,1686.0,1684.0,1632.715,1519.1492919921875,0.0,0.0,0.0,0.0
1630997,62.0,0.0,0.0,4493.333333333334,4102.564102564103,4313.333333333334,4810.256410256411,3791.7948717948725,4236.923076923077,4275.8974358974365,4000.5128205128212,4414.871794871796,4127.6923076923085,4270.256410256411,4331.794871794872,4554.358974358975,4436.410256410257,1686.0,1684.0,1632.723,1519.1492919921875,0.0,0.0,0.0,0.0
1630997,63.0,0.0,0.0,4497.948717948719,4110.256410256411,4321.538461538462,4812.820512820514,3789.2307692307695,4223.589743589744,4266.666666666667,4000.0000000000005,4419.48717948718,4137.435897435898,4270.769230769231,4335.8974358974365,4565.128205128206,4442.564102564103,1685.0,1683.0,1632.73,1519.1492919921875,0.0,0.0,0.0,0.0
1630998,64.0,0.0,513.0,4495.384615384616,4109.74358974359,4316.410256410257,4812.307692307693,3788.717948717949,4218.461538461539,4260.000000000001,4001.538461538462,4417.948717948719,4136.923076923077,4267.6923076923085,4334.871794871796,4565.641025641026,4437.948717948719,1685.0,1684.0,1632.738,1519.1492919921875,0.0,0.0,0.0,0.0
1630998,65.0,0.0,0.0,4489.2307692307695,4104.615384615385,4308.717948717949,4806.666666666667,3788.205128205129,4225.641025641026,4263.589743589744,4001.0256410256416,4419.48717948718,4130.256410256411,4265.641025641026,4330.769230769231,4555.8974358974365,4432.820512820514,1684.0,1685.0,1632.746,1519.1492919921875,0.0,0.0,0.0,0.0
1630998,66.0,0.0,508.0,4490.769230769231,4104.102564102564,4311.794871794872,4811.794871794872,3789.2307692307695,4229.2307692307695,4268.717948717949,4001.538461538462,4429.2307692307695,4138.461538461539,4269.74358974359,4331.794871794872,4555.384615384616,4432.307692307693,1684.0,1685.0,1632.754,1519.1492919921875,0.0,0.0,0.0,0.0
1630998,67.0,0.0,531.0,4492.307692307693,4106.666666666667,4314.871794871796,4811.794871794872,3789.7435897435903,4230.256410256411,4267.6923076923085,4003.589743589744,4435.384615384616,4149.74358974359,4271.794871794872,4333.333333333334,4561.025641025642,4430.769230769231,1684.0,1685.0,1632.762,1519.1492919921875,0.0,0.0,0.0,0.0
1631019,68.0,0.0,501.0,4483.589743589744,4101.025641025642,4307.179487179487,4813.333333333334,3785.1282051282055,4235.8974358974365,4264.615384615385,4003.589743589744,4428.205128205129,4138.461538461539,4269.2307692307695,4330.256410256411,4553.333333333334,4425.641025641026,1684.0,1685.0,1632.771,1519.2744140625,0.0,0.0,0.0,0.0
1631019,69.0,0.0,551.0,4476.410256410257,4092.820512820513,4301.538461538462,4814.871794871796,3778.461538461539,4237.435897435898,4263.076923076924,4004.615384615385,4429.2307692307695,4127.6923076923085,4266.666666666667,4325.128205128206,4542.564102564103,4420.512820512821,1682.0,1684.0,1632.777,1519.2744140625,0.0,0.0,0.0,0.0
1631019,70.0,0.0,548.0,4475.8974358974365,4092.820512820513,4303.076923076924,4811.282051282052,3777.435897435898,4229.74358974359,4260.000000000001,4005.1282051282055,4437.435897435898,4133.846153846154,4266.666666666667,4322.564102564103,4543.589743589744,4418.974358974359,1683.0,1683.0,1632.786,1519.2744140625,0.0,0.0,0.0,0.0
1631019,71.0,0.0,324.0,4469.743589743591,4090.2564102564106,4297.435897435898,4815.8974358974365,3780.0000000000005,4224.102564102564,4257.435897435898,3998.9743589743593,4429.2307692307695,4131.794871794872,4270.256410256411,4324.102564102564,4543.076923076924,4414.358974358975,1681.0,1684.0,1632.793,1519.2744140625,0.0,0.0,0.0,0.0
1631113,72.0,0.0,457.0,4467.179487179487,4086.666666666667,4295.8974358974365,4811.282051282052,3781.0256410256416,4231.282051282052,4261.538461538462,3997.435897435898,4423.076923076924,4126.153846153847,4269.2307692307695,4326.153846153847,4539.48717948718,4410.769230769231,1682.0,1684.0,1632.802,1519.3056640625,0.0,0.0,0.0,0.0
1631113,73.0,0.0,477.0,4477.435897435898,4093.333333333334,4306.153846153847,4807.6923076923085,3781.0256410256416,4230.256410256411,4266.666666666667,4000.0000000000005,4429.743589743591,4129.74358974359,4267.6923076923085,4328.205128205129,4540.512820512821,4411.282051282052,1680.0,1685.0,1632.809,1519.3056640625,0.0,0.0,0.0,0.0
