timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker0
1610546874.197,-214.844,35.645,-146.484,-498.047,-30.273,0
1610546874.201,-319.824,40.527,-218.262,-957.031,-60.547,0
1610546874.205,-43.945,37.109,-37.109,-42.969,-92.285,0
1610546874.208,309.570,35.645,278.809,965.820,-57.617,0
1610546874.212,226.074,39.062,308.594,772.949,-44.434,0
1610546874.216,-168.945,43.945,-37.598,-345.215,-79.590,0
1610546874.220,-303.711,41.992,-277.344,-970.703,-42.969,0
1610546874.224,-70.312,40.039,-104.492,-179.199,-0.488,0
1610546874.228,286.133,41.992,237.793,883.789,-17.090,0
1610546874.232,262.695,40.527,312.500,851.074,-26.855,0
1610546874.235,-128.418,39.551,-1.465,-205.078,-33.691,0
1610546874.239,-319.336,39.551,-322.754,-979.492,-22.949,0
1610546874.243,-119.141,42.480,-125.977,-313.965,-76.660,0
1610546874.247,255.859,41.992,278.809,797.852,-69.336,0
1610546874.251,287.598,42.480,337.891,931.152,-14.160,0
1610546874.253,-86.426,45.410,54.199,-27.344,-87.402,0
1610546874.257,-321.777,45.898,-208.008,-947.754,-80.566,0
1610546874.261,-181.152,45.410,-147.949,-451.172,-40.039,0
1610546874.265,194.824,41.504,162.598,695.801,-43.457,0
1610546874.269,309.082,41.504,304.199,995.605,-47.852,0
1610546874.273,-47.363,46.387,76.172,132.324,-55.176,0
1610546874.277,-316.406,49.316,-227.539,-884.277,-45.410,0
1610546874.280,-205.566,44.434,-267.578,-540.039,-58.105,0
1610546874.284,159.180,37.598,88.867,611.328,39.062,0
1610546874.288,336.914,35.156,382.812,-949.707,-26.367,0
1610546874.292,20.508,38.574,197.266,299.316,-102.051,0
1610546874.296,-295.898,41.504,-178.711,-807.617,-90.332,0
1610546874.297,-229.980,41.016,-214.355,-681.641,-128.418,0
1610546874.301,125.977,37.109,131.348,463.867,-74.707,0
1610546874.305,351.562,33.203,347.168,-912.598,16.113,0
1610546874.309,79.590,41.992,166.992,444.336,-11.230,0
1610546874.313,-271.973,50.781,-161.133,-727.539,-50.293,0
1610546874.317,-256.348,43.945,-261.719,-780.273,-13.672,0
1610546874.321,66.406,34.668,0.000,340.332,-26.367,0
1610546874.324,338.867,31.250,181.152,-912.598,-56.152,0
1610546874.328,115.234,38.574,148.438,575.684,-85.449,0
1610546874.332,-263.672,43.945,-60.059,-600.586,-70.801,0
1610546874.336,-280.273,41.504,-250.488,-848.633,-33.203,0
1610546874.340,23.438,38.086,-23.926,189.941,-75.684,0
1610546874.343,333.984,35.645,305.664,-950.684,-90.332,0
1610546874.347,183.594,41.992,271.973,667.480,-49.805,0
1610546874.351,-214.844,47.363,-97.168,-508.301,-58.594,0
1610546874.355,-297.363,45.410,-299.316,-950.684,-107.422,0
1610546874.359,-18.066,39.551,-51.270,-25.879,-101.074,0
1610546874.363,328.125,34.180,258.301,971.680,-53.711,0
1610546874.367,229.980,37.598,181.641,756.836,-44.434,0
1610546874.370,-187.012,42.969,-123.535,-388.672,-73.242,0
1610546874.374,-322.266,42.969,-242.676,-995.117,-96.191,0
1610546874.378,-74.219,41.504,-56.641,-156.250,-56.152,0
1610546874.382,297.363,38.086,199.219,908.203,-103.027,0
1610546874.386,269.043,42.969,264.648,852.539,-109.863,0
1610546874.389,-126.465,52.734,41.992,-201.660,-76.172,0
1610546874.393,-302.734,48.340,-257.812,-944.824,-88.379,0
1610546874.397,-105.957,40.527,-173.340,-245.605,-106.934,0
1610546874.401,269.043,41.992,219.238,823.242,-90.820,0
