timestamp,1,2,3,af3,f7,f3,fc5,t7,p7,o1,o2,p8,t8,fc6
304423,114.0,0.0,495.0,4488.717948717949,4179.48717948718,4337.948717948719,4824.615384615386,3794.358974358975,4207.6923076923085,4181.025641025642,4088.205128205129,4376.923076923077,4053.333333333334,4247.6923076923085
304423,115.0,0.0,371.0,4508.205128205129,4185.641025641026,4341.025641025642,4833.846153846154,3801.0256410256416,4208.205128205129,4181.538461538462,4088.717948717949,4377.948717948719,4057.9487179487182,4250.256410256411
304423,116.0,0.0,0.0,4487.6923076923085,4183.589743589744,4347.6923076923085,4833.333333333334,3795.8974358974365,4212.820512820514,4182.564102564103,4098.461538461539,4383.589743589744,4064.615384615385,4254.358974358975
304423,117.0,0.0,313.0,4477.948717948719,4180.512820512821,4344.102564102564,4829.2307692307695,3787.1794871794878,4213.333333333334,4184.102564102564,4098.461538461539,4384.615384615385,4063.076923076924,4249.74358974359
304423,118.0,0.0,495.0,4467.6923076923085,4175.384615384616,4337.948717948719,4827.179487179488,3787.1794871794878,4209.74358974359,4185.641025641026,4090.2564102564106,4379.48717948718,4061.0256410256416,4246.666666666667
304423,119.0,0.0,371.0,4465.641025641026,4167.179487179487,4336.410256410257,4819.48717948718,3787.1794871794878,4212.307692307693,4191.794871794872,4093.333333333334,4377.435897435898,4062.564102564103,4249.74358974359
304423,120.0,0.0,0.0,4497.435897435898,4169.74358974359,4327.6923076923085,4827.179487179488,3791.2820512820517,4215.8974358974365,4193.846153846154,4098.974358974359,4378.974358974359,4061.0256410256416,4252.820512820514
304423,121.0,0.0,313.0,4509.743589743591,4176.923076923077,4318.974358974359,4828.717948717949,3791.2820512820517,4211.282051282052,4188.205128205129,4094.358974358975,4376.923076923077,4057.9487179487182,4250.256410256411
304423,122.0,0.0,495.0,4484.615384615385,4177.435897435898,4322.051282051282,4825.128205128206,3786.666666666667,4208.717948717949,4184.102564102564,4084.1025641025644,4373.333333333334,4057.9487179487182,4247.6923076923085
304424,123.0,0.0,371.0,4469.743589743591,4174.871794871796,4326.666666666667,4828.205128205129,3785.6410256410263,4208.717948717949,4182.051282051282,4082.0512820512827,4373.846153846154,4056.410256410257,4250.769230769231
304424,124.0,0.0,0.0,4462.564102564103,4171.794871794872,4327.179487179487,4824.102564102564,3783.076923076924,4204.615384615385,4186.153846153847,4089.7435897435903,4376.410256410257,4055.8974358974365,4251.794871794872
304424,125.0,0.0,313.0,4449.743589743591,4170.769230769231,4328.717948717949,4825.641025641026,3785.1282051282055,4197.948717948719,4186.666666666667,4089.7435897435903,4374.358974358975,4053.8461538461543,4250.769230769231
304424,126.0,0.0,495.0,4464.102564102564,4168.717948717949,4328.717948717949,4824.615384615386,3785.1282051282055,4199.48717948718,4181.538461538462,4085.1282051282055,4372.307692307693,4055.3846153846157,4251.282051282052
304424,127.0,0.0,371.0,4486.153846153847,4168.205128205129,4321.538461538462,4822.564102564103,3779.48717948718,4207.179487179487,4183.076923076924,4087.1794871794878,4376.410256410257,4060.0000000000005,4251.794871794872
304424,128.0,0.0,0.0,4473.846153846154,4170.769230769231,4313.333333333334,4827.179487179488,3782.0512820512827,4207.6923076923085,4188.205128205129,4084.615384615385,4375.384615384616,4054.8717948717954,4250.769230769231
304424,0.0,0.0,475.0,4464.102564102564,4172.820512820514,4315.8974358974365,4823.076923076924,3782.564102564103,4206.666666666667,4186.666666666667,4083.076923076924,4373.333333333334,4053.333333333334,4249.2307692307695
