timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker01610305066.276125,18.06640625,40.52734375,-274.4140625,-858.88671875,27.34375
1610305066.2800312,6.34765625,41.015625,-432.12890625,539.0625,36.1328125
1610305066.2839375,28.3203125,29.78515625,176.26953125,-714.35546875,28.3203125
1610305066.2878437,71.77734375,34.66796875,667.48046875,-970.703125,27.34375
1610305066.29175,31.73828125,37.109375,424.31640625,186.5234375,60.05859375
1610305066.2956562,-0.48828125,24.4140625,-364.74609375,-875.0,-23.92578125
1610305066.2995625,17.08984375,32.2265625,-654.296875,659.1796875,-35.15625
1610305066.3034687,52.24609375,40.0390625,-64.453125,-541.9921875,46.38671875
1610305066.307375,45.8984375,37.59765625,305.17578125,-1000.0,43.45703125
1610305066.3112812,15.625,38.0859375,131.34765625,14.6484375,-5.859375
1610305066.3151875,21.97265625,42.96875,-134.27734375,-903.80859375,35.64453125
1610305066.3190937,20.99609375,41.9921875,-447.265625,754.39453125,51.7578125
1610305066.321125,34.66796875,35.64453125,-122.0703125,-403.3203125,9.765625
1610305066.3250313,62.01171875,40.52734375,575.68359375,-1000.0,0.48828125
1610305066.3289375,34.1796875,34.1796875,641.6015625,-155.76171875,50.29296875
1610305066.3328438,1.953125,32.71484375,-64.94140625,-967.28515625,59.08203125
1610305066.33675,-6.8359375,39.0625,-521.484375,848.6328125,39.55078125
1610305066.3406563,19.04296875,37.109375,-219.7265625,-280.76171875,48.33984375
1610305066.3445625,48.33984375,22.94921875,432.12890625,-1000.0,12.6953125
1610305066.3484688,26.85546875,22.94921875,451.66015625,-320.80078125,-1.46484375
1610305066.352375,-6.8359375,33.203125,-284.66796875,925.29296875,26.85546875
1610305066.3562813,-17.08984375,36.1328125,-573.2421875,960.44921875,32.71484375
1610305066.3601875,6.34765625,38.0859375,-205.078125,-128.90625,64.94140625
1610305066.3640938,33.203125,25.87890625,362.79296875,-1000.0,48.33984375
1610305066.366125,20.99609375,21.484375,536.62109375,-448.73046875,23.92578125
1610305066.3700314,-7.8125,25.87890625,126.953125,805.17578125,18.5546875
