timestamps,TP9,AF7,AF8,TP10,Right AUX
1610304289.9122813,17.578125,31.25,328.61328125,-8.7890625,22.4609375

1610304289.9161875,-5.859375,37.59765625,25.390625,-864.2578125,30.76171875

1610304289.9200938,7.8125,46.875,-296.38671875,788.57421875,-23.92578125

1610304289.922125,45.41015625,52.24609375,-150.390625,-470.703125,-29.78515625

1610304289.9260314,84.47265625,49.8046875,262.20703125,-1000.0,-28.3203125

1610304289.9299376,45.8984375,46.875,429.19921875,-97.16796875,-14.6484375

1610304289.9338439,0.48828125,51.7578125,9.765625,-911.62109375,-10.7421875

1610304289.93775,0.0,44.43359375,-584.47265625,929.19921875,-26.3671875

1610304289.9416564,33.203125,32.71484375,-428.22265625,-246.09375,-7.32421875

1610304289.9455626,76.66015625,41.9921875,164.0625,-1000.0,-10.7421875

1610304289.9494689,58.59375,52.24609375,294.43359375,-179.6875,-13.671875

1610304289.953375,12.20703125,51.7578125,-270.99609375,-967.28515625,29.296875

1610304289.9572814,5.859375,54.19921875,-525.390625,-956.54296875,43.45703125

1610304289.9611876,33.203125,52.24609375,-66.89453125,-15.625,24.4140625

1610304289.9650939,61.5234375,36.62109375,282.2265625,-1000.0,15.13671875

1610304289.967125,53.7109375,41.50390625,449.70703125,-285.64453125,25.390625

1610304289.9710312,11.23046875,44.921875,155.76171875,979.00390625,-20.01953125

1610304289.9749374,-8.7890625,38.57421875,-191.89453125,-895.99609375,9.27734375

1610304289.9788437,17.578125,37.109375,-225.09765625,108.3984375,-1.46484375

1610304289.98275,62.5,34.1796875,141.6015625,-1000.0,-11.23046875

1610304289.9866562,62.5,40.52734375,465.8203125,-422.8515625,83.984375

1610304289.9905624,5.859375,35.64453125,167.48046875,877.44140625,100.5859375

1610304289.9944687,-16.11328125,24.4140625,-453.61328125,-851.5625,35.15625

1610304289.998375,15.625,29.78515625,-476.5625,188.96484375,42.96875

1610304290.0022812,71.2890625,40.0390625,172.36328125,-1000.0,48.828125

1610304290.0061874,64.94140625,42.48046875,441.89453125,-617.1875,24.90234375

1610304290.0100937,1.46484375,40.0390625,169.43359375,691.89453125,46.38671875

1610304290.012125,0.48828125,50.78125,-241.2109375,-811.5234375,-1.46484375

1610304290.0160313,37.109375,57.12890625,-162.109375,278.3203125,29.78515625

1610304290.0199375,73.73046875,44.921875,224.12109375,-1000.0,58.59375

1610304290.0238438,80.078125,46.875,445.80078125,-814.453125,33.203125

1610304290.02775,30.2734375,54.6875,305.17578125,463.37890625,24.4140625

1610304290.0316563,3.90625,47.8515625,-173.33984375,-789.0625,35.15625

1610304290.0355625,6.34765625,31.73828125,-399.90234375,374.51171875,45.41015625

1610304290.0394688,41.9921875,25.87890625,-208.0078125,-941.89453125,2.44140625

1610304290.043375,62.01171875,33.203125,281.73828125,-967.7734375,14.16015625

1610304290.0472813,20.99609375,42.48046875,431.640625,237.3046875,43.45703125

1610304290.0511875,-4.39453125,45.41015625,-94.23828125,-803.22265625,33.69140625

1610304290.0550938,-5.859375,43.9453125,-278.3203125,525.87890625,47.36328125

1610304290.058125,43.9453125,42.48046875,99.609375,-781.73828125,74.70703125

1610304290.0620313,90.8203125,50.78125,438.4765625,-1000.0,60.05859375

1610304290.0659375,48.828125,58.59375,279.296875,46.38671875,2.44140625

1610304290.0698438,2.44140625,47.8515625,-202.1484375,-844.23828125,-8.7890625

1610304290.07375,15.625,39.0625,-254.8828125,712.890625,22.94921875

1610304290.0776563,65.91796875,47.36328125,17.08984375,-569.82421875,57.6171875

1610304290.0815625,88.8671875,47.8515625,202.63671875,-1000.0,80.56640625

1610304290.0854688,30.2734375,30.76171875,138.18359375,-73.73046875,17.08984375

1610304290.089375,-16.11328125,38.0859375,-92.7734375,-889.6484375,-82.51953125

1610304290.0932813,-7.32421875,44.43359375,-290.0390625,868.65234375,-62.5

1610304290.0971875,22.4609375,39.0625,-94.7265625,-368.1640625,-12.6953125

1610304290.1010938,61.03515625,45.41015625,353.02734375,-1000.0,2.44140625

1610304290.102125,44.43359375,48.33984375,524.4140625,-139.6484375,8.30078125

1610304290.1060312,3.90625,47.8515625,69.82421875,-937.01171875,-2.44140625

1610304290.1099374,6.34765625,47.8515625,-318.359375,981.4453125,10.25390625

1610304290.1138437,29.296875,31.73828125,-101.07421875,-152.34375,69.82421875

1610304290.11775,66.89453125,32.71484375,338.8671875,-1000.0,54.19921875

1610304290.1216562,46.875,45.8984375,430.6640625,-240.234375,26.3671875

1610304290.1255624,-4.8828125,43.9453125,-231.93359375,-991.69921875,37.59765625

1610304290.1294687,-9.27734375,44.921875,-574.21875,-937.01171875,29.296875

1610304290.133375,22.4609375,46.875,-141.11328125,17.578125,14.16015625

1610304290.1372812,57.12890625,38.0859375,282.2265625,-1000.0,39.55078125

1610304290.1411874,35.15625,33.69140625,488.28125,-356.93359375,73.2421875

1610304290.1450937,-13.671875,41.9921875,246.09375,935.05859375,58.59375

1610304290.162125,-51.7578125,41.015625,-176.26953125,-885.25390625,19.53125

1610304290.1660314,-28.80859375,46.38671875,-243.65234375,115.72265625,16.11328125

1610304290.1699376,32.2265625,55.17578125,177.734375,-1000.0,30.2734375

1610304290.1738439,4.39453125,58.59375,522.4609375,-543.45703125,51.26953125

1610304290.17775,-66.40625,52.24609375,254.8828125,767.08984375,20.01953125

1610304290.1816564,-107.421875,37.109375,-416.015625,-828.125,-14.16015625

1610304290.1855626,-110.83984375,33.69140625,-609.375,202.63671875,28.80859375

1610304290.1894689,-73.73046875,49.8046875,88.8671875,-1000.0,91.796875

1610304290.193375,-70.3125,63.96484375,542.96875,-747.55859375,87.40234375

1610304290.1972814,-135.7421875,55.17578125,94.7265625,536.1328125,38.57421875

1610304290.2011876,-179.6875,37.109375,-391.6015625,-790.52734375,40.0390625

1610304290.2050939,-153.3203125,41.50390625,-266.6015625,314.94140625,36.62109375

1610304290.222125,-95.703125,44.43359375,166.015625,-995.1171875,78.61328125

1610304290.2260313,-85.44921875,45.8984375,443.84765625,-907.71484375,102.5390625

1610304290.2299376,-112.3046875,54.19921875,303.22265625,320.3125,56.640625

1610304290.2338438,-132.32421875,41.50390625,-114.2578125,-789.55078125,0.48828125

1610304290.23775,-127.44140625,32.71484375,-320.3125,434.5703125,-0.9765625

1610304290.2416563,-67.3828125,40.52734375,-93.75,-875.9765625,20.5078125

1610304290.2455626,-21.484375,51.26953125,281.25,-1000.0,18.5546875

1610304290.2494688,-62.5,42.96875,357.91015625,110.3515625,28.3203125

1610304290.253375,-87.890625,23.92578125,-134.27734375,-822.75390625,0.48828125

1610304290.2572813,-72.75390625,20.5078125,-688.96484375,615.234375,-5.859375

1610304290.2611876,-17.08984375,40.0390625,-265.13671875,-682.12890625,55.6640625

1610304290.2650938,24.4140625,46.38671875,465.8203125,-1000.0,73.2421875

1610304290.252125,-25.87890625,31.25,415.52734375,-33.69140625,77.63671875

1610304290.2560313,-52.734375,36.62109375,-28.80859375,-870.1171875,81.0546875

1610304290.2599375,-20.01953125,47.8515625,-249.51171875,800.78125,21.484375

1610304290.2638438,31.25,42.48046875,-15.625,-455.078125,-20.01953125

1610304290.26775,71.77734375,41.9921875,349.12109375,-1000.0,34.66796875

1610304290.2716563,53.22265625,58.59375,343.26171875,-106.4453125,61.5234375

1610304290.2755625,-2.9296875,45.41015625,-80.56640625,-916.9921875,49.8046875

1610304290.2794688,-22.94921875,25.390625,-314.94140625,939.94140625,18.06640625

1610304290.283375,15.625,31.73828125,-166.50390625,-224.12109375,-10.25390625

1610304290.2872813,65.91796875,39.0625,251.953125,-1000.0,18.5546875

1610304290.2911875,48.33984375,48.828125,492.1875,-204.1015625,30.76171875

1610304290.2950938,-18.06640625,48.33984375,138.671875,-969.7265625,13.18359375

1610304290.297125,-49.31640625,36.1328125,-487.3046875,-966.796875,6.34765625

1610304290.3010314,1.46484375,44.921875,-567.3828125,-44.921875,-44.43359375

1610304290.3049376,34.1796875,52.734375,172.36328125,-1000.0,-54.19921875

1610304290.3088439,-26.3671875,34.66796875,476.07421875,-308.10546875,7.32421875

1610304290.31275,-90.33203125,27.83203125,122.55859375,965.33203125,69.82421875

1610304290.3166564,-94.7265625,36.62109375,-310.546875,-893.5546875,28.80859375

1610304290.3205626,-60.546875,38.57421875,-316.40625,100.09765625,-21.97265625

1610304290.3244689,-22.4609375,41.9921875,157.2265625,-1000.0,17.08984375

1610304290.328375,-49.31640625,39.55078125,192.87109375,-483.88671875,22.94921875

1610304290.3322814,-115.72265625,24.4140625,-17.578125,823.2421875,6.34765625

1610304290.3361876,-125.48828125,18.06640625,-182.6171875,-840.33203125,2.44140625

1610304290.3400939,-96.19140625,34.66796875,-290.0390625,178.22265625,-11.71875

1610304290.342125,-34.66796875,46.875,136.23046875,-1000.0,25.390625

1610304290.3460312,-21.484375,45.41015625,523.4375,-661.62109375,41.015625

1610304290.3499374,-78.125,33.69140625,233.3984375,638.671875,1.46484375

1610304290.3538437,-96.19140625,25.390625,-357.91015625,-803.7109375,12.6953125

1610304290.35775,-69.3359375,26.3671875,-437.98828125,267.08984375,-17.08984375

1610304290.3616562,12.6953125,36.1328125,0.9765625,-1000.0,-45.8984375

1610304290.3655624,43.45703125,44.43359375,428.22265625,-833.984375,29.296875

1610304290.3694687,-14.16015625,26.3671875,191.89453125,430.6640625,82.03125

1610304290.373375,-35.64453125,14.6484375,-380.37109375,-788.0859375,58.59375

1610304290.3772812,-8.7890625,26.3671875,-227.05078125,392.578125,51.26953125

1610304290.3811874,50.78125,36.1328125,221.19140625,-925.78125,58.10546875

1610304290.3850937,93.75,42.48046875,463.37890625,-983.3984375,35.15625

1610304290.387125,54.6875,43.45703125,415.0390625,216.796875,80.078125

1610304290.3910313,17.578125,36.1328125,-33.203125,-807.12890625,-0.9765625

1610304290.3949375,36.62109375,34.1796875,-257.8125,555.17578125,-3.41796875

1610304290.3988438,88.8671875,34.66796875,15.625,-755.859375,9.27734375

1610304290.40275,117.1875,32.2265625,399.90234375,-1000.0,31.73828125

1610304290.4066563,85.44921875,35.15625,366.2109375,40.0390625,63.4765625

1610304290.4105625,60.05859375,35.15625,-114.2578125,-850.5859375,50.29296875

1610304290.4144688,62.98828125,31.73828125,-562.01171875,735.83984375,83.984375

1610304290.418375,103.02734375,34.1796875,-276.85546875,-539.0625,24.90234375

1610304290.4222813,156.73828125,50.29296875,486.81640625,-1000.0,37.59765625

1610304290.4261875,119.140625,58.59375,515.625,-69.3359375,78.61328125

1610304290.4300938,72.265625,57.6171875,14.16015625,-902.34375,43.45703125

1610304290.447125,81.0546875,53.7109375,-165.52734375,908.69140625,54.19921875

1610304290.4510312,119.62890625,49.31640625,81.54296875,-283.203125,44.43359375

1610304290.4549375,155.2734375,47.8515625,415.0390625,-1000.0,57.12890625

1610304290.4588437,110.3515625,37.109375,494.140625,-156.73828125,62.01171875

1610304290.46275,70.3125,39.55078125,69.82421875,-949.70703125,-32.2265625

1610304290.4666562,74.70703125,39.0625,-316.40625,-988.28125,-15.625

1610304290.4705625,91.796875,22.4609375,-270.99609375,-81.54296875,32.71484375

1610304290.4744687,150.87890625,40.0390625,229.4921875,-1000.0,35.15625

1610304290.478375,130.37109375,50.29296875,460.44921875,-258.30078125,-11.23046875

1610304290.4822812,62.01171875,33.69140625,47.8515625,994.140625,-3.90625

1610304290.4861875,63.96484375,42.48046875,-322.265625,-909.66796875,3.41796875

1610304290.4900937,92.7734375,45.8984375,-180.6640625,79.58984375,15.625

1610304290.478125,124.0234375,28.3203125,386.23046875,-1000.0,68.359375

1610304290.4820313,101.07421875,16.11328125,590.33203125,-357.91015625,42.48046875

1610304290.4859376,52.24609375,15.13671875,5.859375,929.6875,42.96875

1610304290.4898438,59.08203125,33.69140625,-440.91796875,-866.2109375,14.16015625

1610304290.49375,76.66015625,37.59765625,-176.26953125,171.38671875,-14.6484375

1610304290.4976563,114.74609375,32.71484375,196.77734375,-1000.0,68.84765625

1610304290.5015626,127.44140625,39.0625,323.73046875,-541.015625,46.875

1610304290.5054688,60.05859375,32.71484375,156.25,769.04296875,-15.13671875

1610304290.509375,45.41015625,40.0390625,-125.48828125,-826.171875,24.90234375

1610304290.5132813,76.171875,43.45703125,-282.2265625,247.0703125,4.39453125

1610304290.5171876,116.69921875,34.1796875,-133.30078125,-1000.0,16.6015625

1610304290.5210938,120.1171875,35.64453125,248.53515625,-734.86328125,29.296875

1610304290.523125,50.78125,26.3671875,269.04296875,562.01171875,-14.16015625

1610304290.5270312,27.83203125,29.296875,-272.94921875,-796.38671875,-25.390625

1610304290.5309374,45.8984375,27.34375,-406.25,344.7265625,16.6015625

1610304290.5348437,84.9609375,18.5546875,194.3359375,-979.4921875,55.17578125

1610304290.53875,99.609375,22.4609375,527.34375,-909.1796875,-9.765625

1610304290.5426562,54.6875,23.4375,96.6796875,331.0546875,-52.24609375

1610304290.5465624,23.4375,23.92578125,-446.77734375,-797.8515625,-33.69140625

1610304290.5504687,29.296875,21.97265625,-251.46484375,481.93359375,45.41015625

1610304290.554375,73.2421875,23.92578125,227.05078125,-833.984375,102.5390625

1610304290.5582812,96.6796875,29.296875,412.59765625,-1000.0,9.27734375

1610304290.5621874,42.96875,20.99609375,388.671875,115.234375,55.6640625

1610304290.5660937,7.32421875,10.7421875,48.33984375,-827.63671875,91.796875

1610304290.582125,10.7421875,13.671875,-291.015625,639.6484375,-10.25390625

1610304290.5860312,44.921875,13.18359375,-17.578125,-652.83203125,4.39453125

1610304290.5899374,104.00390625,30.2734375,396.484375,-1000.0,67.87109375

1610304290.5938437,67.3828125,37.59765625,447.265625,-29.296875,78.125

1610304290.59775,4.39453125,18.06640625,-14.16015625,-874.0234375,-1.46484375

1610304290.6016562,6.8359375,20.5078125,-619.62890625,817.3828125,-16.6015625

1610304290.6055624,49.8046875,25.87890625,-345.21484375,-428.22265625,27.83203125

1610304290.6094687,91.796875,25.390625,422.36328125,-1000.0,30.76171875

1610304290.613375,54.6875,26.3671875,421.38671875,-115.72265625,3.41796875

1610304290.6172812,11.71875,28.3203125,-85.9375,-924.31640625,15.13671875

1610304290.6211874,18.5546875,32.2265625,-278.80859375,956.0546875,73.73046875

1610304290.6250937,39.0625,14.6484375,-12.20703125,-194.3359375,72.265625

1610304290.627125,73.73046875,11.71875,351.07421875,-1000.0,63.4765625

1610304290.6310313,57.12890625,29.296875,446.77734375,-207.51953125,43.9453125

1610304290.6349375,18.5546875,35.15625,76.171875,-976.07421875,-13.671875

1610304290.6388438,-0.48828125,22.94921875,-304.19921875,-951.66015625,-44.43359375

1610304290.64275,32.2265625,21.97265625,-208.0078125,-7.8125,0.9765625

1610304290.6466563,83.49609375,30.76171875,174.8046875,-1000.0,45.8984375

1610304290.6505625,69.3359375,39.0625,332.03125,-314.94140625,28.3203125

1610304290.6544688,26.85546875,47.36328125,83.0078125,958.984375,40.52734375

1610304290.658375,14.6484375,42.96875,-389.16015625,-884.27734375,80.078125

1610304290.6622813,35.15625,43.45703125,-516.6015625,125.48828125,96.19140625

1610304290.6661875,86.42578125,42.48046875,146.484375,-1000.0,35.15625

1610304290.6700938,62.01171875,37.109375,555.6640625,-456.54296875,49.31640625

1610304290.672125,-0.48828125,38.0859375,170.41015625,847.16796875,43.45703125

1610304290.6760314,7.32421875,35.64453125,-262.6953125,-843.26171875,-5.859375

1610304290.6799376,35.64453125,36.1328125,-198.2421875,211.42578125,18.5546875

1610304290.6838439,80.56640625,40.0390625,196.77734375,-1000.0,31.73828125

1610304290.68775,82.03125,34.66796875,410.64453125,-658.203125,25.390625

1610304290.6916564,19.04296875,26.3671875,149.4140625,648.92578125,44.43359375

1610304290.6955626,-14.16015625,25.390625,-362.79296875,-806.15234375,-17.578125

1610304290.6994689,8.30078125,34.1796875,-410.64453125,301.26953125,-30.2734375

1610304290.703375,59.5703125,30.2734375,-184.5703125,-1000.0,48.828125

1610304290.7072814,76.171875,23.92578125,144.53125,-836.42578125,32.2265625

