timestamp,1,2,3,af3,f7,f3,fc5,t7,p7,o1,o2,p8,t8,fc6
410134,93.0,0.0,321.0,4488.205128205129,4142.051282051282,4332.307692307693,4797.435897435898,3766.1538461538466,4217.948717948719,4257.948717948719,4141.025641025642,4412.307692307693,4112.820512820514,4266.153846153847
410134,94.0,0.0,495.0,4480.512820512821,4138.461538461539,4329.743589743591,4795.8974358974365,3766.1538461538466,4221.025641025642,4258.974358974359,4141.025641025642,4408.717948717949,4103.076923076924,4264.615384615385
410134,95.0,0.0,374.0,4444.615384615385,4135.8974358974365,4330.256410256411,4791.794871794872,3763.076923076924,4226.153846153847,4263.076923076924,4141.025641025642,4406.666666666667,4098.461538461539,4264.615384615385
410134,96.0,0.0,0.0,4441.025641025642,4136.923076923077,4338.461538461539,4791.794871794872,3762.0512820512827,4227.179487179487,4260.512820512821,4144.102564102564,4410.769230769231,4098.974358974359,4262.564102564103
410134,97.0,0.0,321.0,4467.179487179487,4141.025641025642,4341.538461538462,4795.8974358974365,3761.538461538462,4224.102564102564,4255.384615384616,4138.974358974359,4412.307692307693,4102.564102564103,4261.538461538462
410134,98.0,0.0,495.0,4478.461538461539,4143.076923076924,4328.205128205129,4800.512820512821,3762.564102564103,4220.000000000001,4251.282051282052,4126.153846153847,4405.128205128206,4102.051282051282,4264.615384615385
410134,99.0,0.0,374.0,4480.512820512821,4142.051282051282,4318.974358974359,4796.410256410257,3763.589743589744,4218.461538461539,4248.205128205129,4122.051282051282,4402.051282051282,4101.025641025642,4265.128205128206
410135,100.0,0.0,0.0,4489.743589743591,4145.128205128206,4324.615384615385,4799.48717948718,3764.1025641025644,4221.025641025642,4250.256410256411,4127.179487179487,4407.179487179487,4105.128205128206,4263.589743589744
410135,101.0,0.0,321.0,4479.48717948718,4147.179487179487,4328.717948717949,4802.564102564103,3765.1282051282055,4224.102564102564,4252.307692307693,4131.282051282052,4411.794871794872,4109.2307692307695,4263.076923076924
410135,102.0,0.0,495.0,4451.794871794872,4143.589743589744,4330.256410256411,4798.974358974359,3765.1282051282055,4223.076923076924,4248.717948717949,4131.282051282052,4409.2307692307695,4108.717948717949,4264.102564102564
410135,103.0,0.0,374.0,4453.333333333334,4145.128205128206,4331.794871794872,4798.974358974359,3766.666666666667,4219.48717948718,4245.128205128206,4124.615384615385,4402.051282051282,4101.025641025642,4264.102564102564
410135,104.0,0.0,0.0,4461.538461538462,4149.2307692307695,4329.2307692307695,4800.512820512821,3765.6410256410263,4222.564102564103,4249.74358974359,4120.512820512821,4401.025641025642,4096.410256410257,4265.128205128206
410263,105.0,0.0,321.0,4458.461538461539,4148.717948717949,4328.717948717949,4802.564102564103,3766.666666666667,4224.102564102564,4251.794871794872,4123.589743589744,4403.589743589744,4098.461538461539,4265.641025641026
410263,106.0,0.0,495.0,4480.512820512821,4148.717948717949,4333.333333333334,4802.564102564103,3770.7692307692314,4217.948717948719,4245.128205128206,4120.000000000001,4400.000000000001,4102.051282051282,4264.102564102564
410263,107.0,0.0,374.0,4496.923076923077,4152.820512820514,4334.871794871796,4804.615384615386,3772.307692307693,4218.974358974359,4243.589743589744,4112.820512820514,4396.410256410257,4102.564102564103,4264.102564102564
410264,108.0,0.0,0.0,4469.743589743591,4149.74358974359,4332.820512820514,4804.102564102564,3772.307692307693,4219.48717948718,4244.615384615385,4111.282051282052,4397.435897435898,4098.974358974359,4263.589743589744
410264,109.0,0.0,321.0,4458.461538461539,4143.076923076924,4327.6923076923085,4796.923076923077,3769.2307692307695,4206.666666666667,4243.589743589744,4112.820512820514,4397.948717948719,4095.8974358974365,4261.538461538462
410264,110.0,0.0,495.0,4480.512820512821,4147.179487179487,4326.153846153847,4802.564102564103,3764.1025641025644,4204.102564102564,4245.641025641026,4113.333333333334,4400.512820512821,4100.512820512821,4262.564102564103
410264,111.0,0.0,374.0,4476.410256410257,4154.358974358975,4330.256410256411,4809.2307692307695,3764.1025641025644,4220.000000000001,4249.2307692307695,4115.384615384616,4405.128205128206,4106.153846153847,4263.076923076924
410264,112.0,0.0,0.0,4469.743589743591,4153.846153846154,4329.743589743591,4805.641025641026,3768.205128205129,4227.179487179487,4250.256410256411,4117.948717948719,4407.179487179487,4106.666666666667,4262.051282051282
410264,113.0,0.0,321.0,4489.743589743591,4154.871794871796,4326.666666666667,4807.6923076923085,3771.794871794872,4223.589743589744,4249.74358974359,4118.461538461539,4408.717948717949,4105.128205128206,4263.589743589744
410265,114.0,0.0,495.0,4484.615384615385,4154.871794871796,4329.2307692307695,4808.205128205129,3768.205128205129,4225.641025641026,4249.74358974359,4118.461538461539,4408.205128205129,4105.641025641026,4265.641025641026
410265,115.0,0.0,374.0,4461.538461538462,4147.179487179487,4330.769230769231,4802.564102564103,3762.0512820512827,4224.615384615385,4250.769230769231,4123.076923076924,4408.717948717949,4109.74358974359,4265.641025641026
410265,116.0,0.0,0.0,4473.846153846154,4150.256410256411,4328.205128205129,4804.615384615386,3764.1025641025644,4215.8974358974365,4249.2307692307695,4124.615384615385,4412.820512820514,4113.333333333334,4265.641025641026
410265,117.0,0.0,321.0,4506.666666666667,4166.666666666667,4330.256410256411,4812.820512820514,3770.2564102564106,4211.794871794872,4245.641025641026,4117.435897435898,4410.769230769231,4107.179487179487,4264.615384615385
410265,118.0,0.0,495.0,4502.051282051282,4169.74358974359,4329.743589743591,4815.384615384616,3771.794871794872,4211.794871794872,4243.076923076924,4111.794871794872,4404.615384615385,4097.948717948719,4263.076923076924
410265,119.0,0.0,374.0,4470.769230769231,4156.923076923077,4323.589743589744,4806.666666666667,3770.7692307692314,4209.74358974359,4243.076923076924,4115.384615384616,4403.589743589744,4095.8974358974365,4262.051282051282
410265,120.0,0.0,0.0,4466.666666666667,4154.871794871796,4324.615384615385,4805.641025641026,3770.7692307692314,4212.307692307693,4246.666666666667,4120.000000000001,4407.179487179487,4097.435897435898,4263.589743589744
410391,121.0,0.0,321.0,4483.076923076924,4162.564102564103,4331.282051282052,4812.820512820514,3772.307692307693,4219.48717948718,4251.794871794872,4120.000000000001,4406.153846153847,4096.923076923077,4265.641025641026
410391,122.0,0.0,495.0,4487.179487179488,4159.48717948718,4335.384615384616,4810.256410256411,3769.2307692307695,4221.025641025642,4251.794871794872,4119.48717948718,4402.051282051282,4096.923076923077,4265.128205128206
410391,123.0,0.0,374.0,4487.6923076923085,4159.48717948718,4336.923076923077,4812.820512820514,3766.666666666667,4217.435897435898,4248.205128205129,4118.974358974359,4401.025641025642,4096.923076923077,4264.102564102564
410391,124.0,0.0,0.0,4498.461538461539,4167.179487179487,4331.282051282052,4817.948717948719,3767.1794871794878,4220.512820512821,4253.333333333334,4124.102564102564,4406.153846153847,4102.051282051282,4264.102564102564
410391,125.0,0.0,321.0,4495.384615384616,4169.74358974359,4326.153846153847,4816.923076923077,3766.666666666667,4223.589743589744,4257.948717948719,4130.769230769231,4409.2307692307695,4108.205128205129,4264.615384615385
410391,126.0,0.0,495.0,4477.435897435898,4166.153846153847,4324.102564102564,4817.435897435898,3766.666666666667,4217.948717948719,4251.794871794872,4126.666666666667,4408.205128205129,4103.076923076924,4266.666666666667
410391,127.0,0.0,374.0,4476.923076923077,4163.589743589744,4324.615384615385,4813.333333333334,3765.1282051282055,4217.948717948719,4253.333333333334,4128.205128205129,4413.333333333334,4103.076923076924,4265.128205128206
410391,128.0,0.0,0.0,4488.205128205129,4166.153846153847,4330.769230769231,4816.410256410257,3767.1794871794878,4221.025641025642,4258.461538461539,4135.8974358974365,4416.923076923077,4114.358974358975,4261.025641025642
410391,0.0,0.0,477.0,4495.8974358974365,4167.179487179487,4333.333333333334,4818.461538461539,3770.7692307692314,4215.384615384616,4253.333333333334,4132.307692307693,4411.794871794872,4113.846153846154,4262.564102564103
410391,1.0,0.0,311.0,4500.000000000001,4163.076923076924,4326.666666666667,4810.256410256411,3768.717948717949,4215.384615384616,4248.717948717949,4125.641025641026,4409.2307692307695,4104.102564102564,4265.641025641026
410391,2.0,0.0,503.0,4488.205128205129,4160.512820512821,4324.615384615385,4812.307692307693,3769.7435897435903,4217.435897435898,4249.2307692307695,4123.076923076924,4406.153846153847,4101.025641025642,4265.128205128206
410391,3.0,0.0,442.0,4469.743589743591,4160.000000000001,4334.358974358975,4810.256410256411,3767.1794871794878,4212.820512820514,4249.74358974359,4123.589743589744,4405.128205128206,4106.666666666667,4263.076923076924
410392,4.0,0.0,110.0,4482.564102564103,4162.564102564103,4339.48717948718,4811.794871794872,3765.6410256410263,4212.820512820514,4250.769230769231,4125.128205128206,4405.641025641026,4110.256410256411,4265.128205128206
410392,5.0,0.0,552.0,4503.076923076924,4170.769230769231,4333.333333333334,4823.076923076924,3766.666666666667,4214.358974358975,4248.717948717949,4116.923076923077,4399.48717948718,4104.615384615385,4267.179487179487
410392,6.0,0.0,536.0,4497.948717948719,4165.128205128206,4333.333333333334,4814.871794871796,3760.0000000000005,4216.410256410257,4248.717948717949,4109.74358974359,4400.000000000001,4104.615384615385,4262.564102564103
410392,7.0,0.0,468.0,4487.6923076923085,4152.820512820514,4337.435897435898,4810.769230769231,3765.1282051282055,4221.025641025642,4251.794871794872,4112.307692307693,4408.205128205129,4108.205128205129,4264.102564102564
