timestamp,cnt,inerpolated,raw_cq,af3,f7,f3,fc5,t7,p7,o1,o2,p8,t8,fc6,f4,f8,af4,gyrox,gyroy,epoc_timestamp,epoc_es_timestamp,func_id,func_value,marker,sync_signal
1056605,48.0,0.0,0.0,4460.000000000001,4168.205128205129,4303.589743589744,4817.948717948719,3797.9487179487182,4235.384615384616,4246.153846153847,4076.410256410257,4372.307692307693,4083.589743589744,4255.384615384616,4290.769230769231,4374.871794871796,4357.948717948719,1681.0,1684.0,1058.102,1019.0867309570312,0.0,0.0,0.0,0.0
1056605,49.0,0.0,0.0,4470.769230769231,4168.717948717949,4309.743589743591,4826.153846153847,3797.9487179487182,4217.948717948719,4244.102564102564,4097.948717948719,4387.179487179487,4093.8461538461543,4263.076923076924,4296.923076923077,4388.205128205129,4371.794871794872,1683.0,1683.0,1058.111,1019.0867309570312,0.0,0.0,0.0,0.0
1056605,50.0,0.0,0.0,4481.538461538462,4170.769230769231,4320.512820512821,4830.256410256411,3797.9487179487182,4212.820512820514,4247.6923076923085,4099.48717948718,4391.794871794872,4101.025641025642,4273.846153846154,4303.076923076924,4407.179487179487,4387.6923076923085,1682.0,1682.0,1058.118,1019.0867309570312,0.0,0.0,0.0,0.0
1056606,51.0,0.0,0.0,4483.076923076924,4172.307692307693,4321.538461538462,4825.641025641026,3797.9487179487182,4217.948717948719,4252.307692307693,4097.948717948719,4389.743589743591,4100.000000000001,4275.384615384616,4305.128205128206,4408.717948717949,4387.6923076923085,1683.0,1683.0,1058.126,1019.0867309570312,0.0,0.0,0.0,0.0
1056606,52.0,0.0,0.0,4478.974358974359,4171.282051282052,4317.435897435898,4828.205128205129,3800.512820512821,4219.48717948718,4253.846153846154,4108.205128205129,4395.384615384616,4101.025641025642,4271.282051282052,4303.589743589744,4405.641025641026,4383.589743589744,1683.0,1683.0,1058.134,1019.0867309570312,0.0,0.0,0.0,0.0
1056606,53.0,0.0,0.0,4476.410256410257,4170.769230769231,4317.435897435898,4830.256410256411,3801.0256410256416,4222.564102564103,4250.769230769231,4102.051282051282,4391.794871794872,4099.48717948718,4274.358974358975,4301.538461538462,4409.743589743591,4386.666666666667,1684.0,1683.0,1058.141,1019.0867309570312,0.0,0.0,0.0,0.0
1056606,54.0,0.0,0.0,4473.846153846154,4171.282051282052,4322.564102564103,4824.615384615386,3800.512820512821,4226.666666666667,4250.256410256411,4092.820512820513,4386.666666666667,4096.923076923077,4281.538461538462,4302.051282051282,4411.794871794872,4390.769230769231,1683.0,1682.0,1058.15,1019.0867309570312,0.0,0.0,0.0,0.0
1056606,55.0,0.0,0.0,4473.333333333334,4171.282051282052,4324.102564102564,4823.589743589744,3801.538461538462,4223.076923076924,4250.769230769231,4105.128205128206,4394.358974358975,4102.051282051282,4279.48717948718,4305.128205128206,4408.205128205129,4388.205128205129,1684.0,1683.0,1058.158,1019.0867309570312,0.0,0.0,0.0,0.0
1056607,56.0,0.0,0.0,4477.948717948719,4172.820512820514,4321.025641025642,4826.666666666667,3802.564102564103,4222.051282051282,4248.205128205129,4110.769230769231,4396.923076923077,4103.589743589744,4276.923076923077,4306.153846153847,4405.128205128206,4385.641025641026,1685.0,1682.0,1058.165,1019.0867309570312,0.0,0.0,0.0,0.0
1056607,57.0,0.0,0.0,4482.051282051282,4173.846153846154,4322.564102564103,4830.256410256411,3801.538461538462,4225.128205128206,4242.564102564103,4092.307692307693,4384.615384615385,4096.410256410257,4284.102564102564,4305.641025641026,4409.2307692307695,4392.307692307693,1685.0,1683.0,1058.173,1019.0867309570312,0.0,0.0,0.0,0.0
1056607,58.0,0.0,0.0,4483.589743589744,4177.948717948719,4329.2307692307695,4834.871794871796,3800.0000000000005,4216.923076923077,4242.051282051282,4082.0512820512827,4382.564102564103,4101.538461538462,4292.820512820514,4308.205128205129,4420.512820512821,4404.102564102564,1685.0,1681.0,1058.181,1019.0867309570312,0.0,0.0,0.0,0.0
1056607,59.0,0.0,0.0,4486.153846153847,4182.564102564103,4334.358974358975,4835.384615384616,3798.461538461539,4207.6923076923085,4249.2307692307695,4102.051282051282,4398.974358974359,4111.794871794872,4297.435897435898,4313.333333333334,4431.794871794872,4406.153846153847,1685.0,1681.0,1058.189,1019.0867309570312,0.0,0.0,0.0,0.0
1056608,60.0,0.0,0.0,4486.666666666667,4180.512820512821,4332.307692307693,4831.794871794872,3801.538461538462,4215.8974358974365,4255.384615384616,4112.307692307693,4403.076923076924,4107.179487179487,4297.435897435898,4312.820512820514,4433.846153846154,4401.538461538462,1685.0,1681.0,1058.197,1019.0867309570312,0.0,0.0,0.0,0.0
1056608,61.0,0.0,0.0,4486.153846153847,4174.358974358975,4330.769230769231,4830.256410256411,3805.6410256410263,4227.6923076923085,4257.948717948719,4104.102564102564,4396.410256410257,4104.615384615385,4296.410256410257,4309.2307692307695,4430.769230769231,4404.102564102564,1685.0,1680.0,1058.205,1019.0867309570312,0.0,0.0,0.0,0.0
1056608,62.0,0.0,0.0,4484.615384615385,4172.307692307693,4332.307692307693,4831.282051282052,3805.1282051282055,4229.2307692307695,4258.974358974359,4114.358974358975,4403.589743589744,4110.769230769231,4297.435897435898,4308.717948717949,4432.307692307693,4409.2307692307695,1685.0,1681.0,1058.213,1019.0867309570312,0.0,0.0,0.0,0.0
1056608,63.0,0.0,0.0,4478.461538461539,4171.794871794872,4327.179487179487,4828.717948717949,3802.564102564103,4230.256410256411,4256.410256410257,4110.256410256411,4398.461538461539,4107.179487179487,4290.769230769231,4308.205128205129,4425.128205128206,4402.051282051282,1685.0,1681.0,1058.22,1019.0867309570312,0.0,0.0,0.0,0.0
1056608,64.0,0.0,474.0,4475.384615384616,4169.74358974359,4317.435897435898,4823.076923076924,3800.0000000000005,4229.74358974359,4250.769230769231,4086.1538461538466,4378.461538461539,4098.974358974359,4282.051282051282,4304.102564102564,4412.307692307693,4391.794871794872,1684.0,1682.0,1058.228,1019.0867309570312,0.0,0.0,0.0,0.0
1056608,65.0,0.0,269.0,4480.000000000001,4168.205128205129,4320.512820512821,4822.051282051282,3798.461538461539,4222.564102564103,4250.769230769231,4098.461538461539,4384.615384615385,4101.538461538462,4288.205128205129,4302.051282051282,4416.410256410257,4396.923076923077,1684.0,1682.0,1058.235,1019.0867309570312,0.0,0.0,0.0,0.0
1056608,66.0,0.0,450.0,4483.076923076924,4171.794871794872,4331.794871794872,4826.153846153847,3798.9743589743593,4220.000000000001,4255.384615384616,4118.461538461539,4397.435897435898,4108.717948717949,4297.435897435898,4305.641025641026,4427.6923076923085,4404.615384615385,1684.0,1683.0,1058.244,1019.0867309570312,0.0,0.0,0.0,0.0
1056609,67.0,0.0,356.0,4481.538461538462,4177.435897435898,4334.871794871796,4831.282051282052,3800.0000000000005,4225.128205128206,4254.871794871796,4100.512820512821,4386.666666666667,4106.666666666667,4296.410256410257,4307.6923076923085,4424.615384615385,4399.48717948718,1684.0,1682.0,1058.251,1019.0867309570312,0.0,0.0,0.0,0.0
1056609,68.0,0.0,456.0,4481.025641025642,4175.384615384616,4331.794871794872,4829.2307692307695,3799.48717948718,4225.128205128206,4252.820512820514,4102.564102564103,4386.666666666667,4104.102564102564,4299.48717948718,4306.666666666667,4417.948717948719,4395.8974358974365,1683.0,1685.0,1058.26,1019.0867309570312,0.0,0.0,0.0,0.0
1056609,69.0,0.0,548.0,4482.051282051282,4174.358974358975,4331.794871794872,4827.6923076923085,3798.461538461539,4222.564102564103,4251.282051282052,4116.923076923077,4393.333333333334,4106.666666666667,4303.589743589744,4307.179487179487,4422.564102564103,4398.974358974359,1685.0,1683.0,1058.266,1019.0867309570312,0.0,0.0,0.0,0.0
1056609,70.0,0.0,533.0,4484.615384615385,4178.974358974359,4335.384615384616,4829.2307692307695,3800.512820512821,4223.076923076924,4251.794871794872,4095.3846153846157,4378.974358974359,4107.6923076923085,4303.589743589744,4309.743589743591,4428.717948717949,4400.000000000001,1683.0,1683.0,1058.274,1019.0867309570312,0.0,0.0,0.0,0.0
1056609,71.0,0.0,478.0,4486.666666666667,4178.461538461539,4338.974358974359,4830.256410256411,3802.564102564103,4224.615384615385,4256.410256410257,4084.615384615385,4372.307692307693,4107.179487179487,4309.2307692307695,4311.282051282052,4432.307692307693,4402.051282051282,1684.0,1684.0,1058.282,1019.0867309570312,0.0,0.0,0.0,0.0
1056609,72.0,0.0,421.0,4482.564102564103,4175.384615384616,4336.410256410257,4830.769230769231,3802.0512820512827,4221.538461538462,4256.923076923077,4103.076923076924,4384.102564102564,4104.615384615385,4310.256410256411,4307.6923076923085,4430.256410256411,4403.589743589744,1684.0,1683.0,1058.29,1019.0867309570312,0.0,0.0,0.0,0.0
1056609,73.0,0.0,458.0,4478.974358974359,4173.333333333334,4328.717948717949,4828.717948717949,3798.461538461539,4216.410256410257,4250.769230769231,4108.205128205129,4388.717948717949,4102.051282051282,4300.512820512821,4304.102564102564,4421.025641025642,4393.846153846154,1685.0,1683.0,1058.298,1019.0867309570312,0.0,0.0,0.0,0.0
1056609,74.0,0.0,487.0,4480.000000000001,4171.794871794872,4329.2307692307695,4826.666666666667,3797.9487179487182,4216.923076923077,4249.2307692307695,4097.435897435898,4383.589743589744,4104.102564102564,4294.871794871796,4304.615384615385,4418.974358974359,4386.153846153847,1685.0,1682.0,1058.306,1019.0867309570312,0.0,0.0,0.0,0.0
1056609,75.0,0.0,438.0,4478.974358974359,4170.769230769231,4334.871794871796,4828.717948717949,3799.48717948718,4221.025641025642,4253.333333333334,4096.410256410257,4385.128205128206,4106.153846153847,4299.48717948718,4306.666666666667,4427.6923076923085,4393.333333333334,1684.0,1682.0,1058.313,1019.0867309570312,0.0,0.0,0.0,0.0
1056610,76.0,0.0,448.0,4479.48717948718,4172.820512820514,4338.461538461539,4832.820512820514,3800.0000000000005,4220.512820512821,4255.384615384616,4100.000000000001,4390.256410256411,4107.179487179487,4307.6923076923085,4308.205128205129,4434.358974358975,4400.000000000001,1685.0,1680.0,1058.321,1019.0867309570312,0.0,0.0,0.0,0.0
1056610,77.0,0.0,245.0,4476.923076923077,4175.384615384616,4334.358974358975,4830.769230769231,3797.435897435898,4223.589743589744,4255.8974358974365,4095.3846153846157,4386.153846153847,4105.641025641026,4305.641025641026,4307.6923076923085,4428.205128205129,4393.846153846154,1685.0,1680.0,1058.329,1019.0867309570312,0.0,0.0,0.0,0.0
1056610,78.0,0.0,487.0,4471.282051282052,4178.974358974359,4328.717948717949,4829.2307692307695,3802.0512820512827,4231.282051282052,4256.410256410257,4089.7435897435903,4376.923076923077,4103.589743589744,4295.8974358974365,4303.589743589744,4415.8974358974365,4385.128205128206,1684.0,1679.0,1058.337,1019.0867309570312,0.0,0.0,0.0,0.0
1056610,79.0,0.0,438.0,4477.948717948719,4181.538461538462,4333.333333333334,4833.846153846154,3809.7435897435903,4229.74358974359,4256.923076923077,4096.410256410257,4381.538461538462,4106.153846153847,4299.48717948718,4305.641025641026,4422.051282051282,4387.6923076923085,1685.0,1680.0,1058.346,1019.0867309570312,0.0,0.0,0.0,0.0
1056981,80.0,0.0,448.0,4488.717948717949,4183.076923076924,4340.000000000001,4834.871794871796,3806.666666666667,4228.717948717949,4262.051282051282,4115.384615384616,4396.923076923077,4112.820512820514,4309.2307692307695,4308.205128205129,4438.461538461539,4394.358974358975,1684.0,1680.0,1058.353,1019.3369140625,0.0,0.0,0.0,0.0
1056982,81.0,0.0,245.0,4485.641025641026,4184.615384615385,4334.358974358975,4836.410256410257,3807.1794871794878,4234.358974358975,4266.153846153847,4117.948717948719,4398.461538461539,4110.769230769231,4304.615384615385,4303.076923076924,4432.307692307693,4391.282051282052,1685.0,1680.0,1058.361,1019.3369140625,0.0,0.0,0.0,0.0
1056982,82.0,0.0,487.0,4481.538461538462,4182.564102564103,4333.333333333334,4835.8974358974365,3813.333333333334,4239.48717948718,4265.128205128206,4104.615384615385,4390.256410256411,4107.179487179487,4302.564102564103,4300.512820512821,4423.589743589744,4388.205128205129,1685.0,1680.0,1058.368,1019.3369140625,0.0,0.0,0.0,0.0
1056982,83.0,0.0,438.0,4487.6923076923085,4184.615384615385,4344.615384615385,4837.435897435898,3815.8974358974365,4239.48717948718,4265.128205128206,4103.076923076924,4394.871794871796,4115.384615384616,4312.820512820514,4306.153846153847,4433.846153846154,4398.461538461539,1685.0,1681.0,1058.376,1019.3369140625,0.0,0.0,0.0,0.0
1056982,84.0,0.0,448.0,4486.666666666667,4184.102564102564,4346.153846153847,4838.974358974359,3814.358974358975,4233.333333333334,4268.717948717949,4115.8974358974365,4401.538461538462,4118.974358974359,4313.846153846154,4307.6923076923085,4432.820512820514,4400.000000000001,1685.0,1681.0,1058.384,1019.3369140625,0.0,0.0,0.0,0.0
1056983,85.0,0.0,245.0,4476.923076923077,4172.307692307693,4333.333333333334,4831.794871794872,3809.7435897435903,4230.769230769231,4265.641025641026,4105.128205128206,4390.256410256411,4106.153846153847,4302.051282051282,4301.538461538462,4415.384615384616,4386.666666666667,1685.0,1683.0,1058.393,1019.3369140625,0.0,0.0,0.0,0.0
1056983,86.0,0.0,487.0,4483.076923076924,4172.307692307693,4332.307692307693,4828.717948717949,3802.0512820512827,4230.256410256411,4256.923076923077,4091.2820512820517,4379.48717948718,4103.076923076924,4303.589743589744,4303.589743589744,4421.025641025642,4390.256410256411,1686.0,1682.0,1058.399,1019.3369140625,0.0,0.0,0.0,0.0
1056983,87.0,0.0,438.0,4494.871794871796,4185.641025641026,4347.179487179487,4837.435897435898,3799.48717948718,4221.538461538462,4258.974358974359,4110.769230769231,4397.435897435898,4118.461538461539,4322.564102564103,4312.307692307693,4444.102564102564,4410.256410256411,1684.0,1682.0,1058.407,1019.3369140625,0.0,0.0,0.0,0.0
1056983,88.0,0.0,448.0,4489.2307692307695,4184.102564102564,4348.205128205129,4837.435897435898,3803.589743589744,4211.282051282052,4264.615384615385,4124.102564102564,4409.743589743591,4121.538461538462,4330.769230769231,4311.794871794872,4444.102564102564,4411.282051282052,1686.0,1680.0,1058.415,1019.3369140625,0.0,0.0,0.0,0.0
1056984,89.0,0.0,245.0,4475.8974358974365,4171.794871794872,4334.358974358975,4826.666666666667,3800.512820512821,4216.410256410257,4260.000000000001,4114.871794871796,4399.48717948718,4107.179487179487,4316.923076923077,4305.128205128206,4429.2307692307695,4396.923076923077,1684.0,1681.0,1058.423,1019.3369140625,0.0,0.0,0.0,0.0
